id,city,state,zipcode,property_type,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,review_scores_rating,cancellation_policy
20857612,Asheville,NC,28804,Guest suite,1,1,0,Real Bed,,1,$0.00 ,98,flexible
20858987,Asheville,NC,28801,Guest suite,1,1,2,Real Bed,$30.00 ,1,$0.00 ,100,flexible
20862982,Asheville,NC,28806,House,1.5,2,2,Real Bed,$75.00 ,1,$0.00 ,100,strict_14_with_grace_period
20864500,Asheville,NC,28806,House,1,2,3,Real Bed,$40.00 ,2,$20.00 ,86,strict_14_with_grace_period
20872849,Asheville,NC,28801,Townhouse,2.5,3,6,Real Bed,$120.00 ,1,$0.00 ,100,strict_14_with_grace_period
20874926,Asheville,NC,28806,Apartment,1,1,1,Real Bed,$35.00 ,2,$15.00 ,100,strict_14_with_grace_period
20884134,Asheville,NC,28803,House,1,1,1,Real Bed,$20.00 ,1,$0.00 ,99,strict_14_with_grace_period
20902234,Asheville,NC,28806,House,1,1,1,Real Bed,$20.00 ,1,$0.00 ,100,flexible
20910666,Asheville,NC,28806,Bungalow,1,1,1,Real Bed,$45.00 ,1,$0.00 ,98,strict_14_with_grace_period
20915728,Asheville,NC,,House,1,2,2,Real Bed,,1,$0.00 ,93,flexible
20916381,Asheville,NC,28804,Bungalow,1,3,5,Real Bed,$110.00 ,1,$0.00 ,98,moderate
20928043,Asheville,NC,28803,Apartment,1,0,1,Real Bed,$40.00 ,2,$25.00 ,97,moderate
20964673,Candler,NC,28715,House,1,2,2,Real Bed,$40.00 ,4,$40.00 ,95,moderate
20970417,Asheville,NC,28804,Apartment,1,1,2,Real Bed,$50.00 ,2,$35.00 ,99,moderate
20971049,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$40.00 ,1,$0.00 ,99,moderate
20980291,Arden,NC,28704,House,1,1,3,Real Bed,$50.00 ,2,$20.00 ,96,moderate
20990995,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$30.00 ,2,$20.00 ,99,moderate
20994069,Asheville,NC,28803,Guest suite,1,1,1,Real Bed,$25.00 ,1,$0.00 ,100,strict_14_with_grace_period
20994289,Asheville,NC,28806,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,99,moderate
21011400,Asheville,NC,28806,House,2.5,3,3,Real Bed,$175.00 ,4,$0.00 ,98,strict_14_with_grace_period
21013638,Asheville,NC,28804,Cottage,2,2,3,Real Bed,$75.00 ,4,$25.00 ,100,strict_14_with_grace_period
21023689,Asheville,NC,28805,Apartment,1,1,1,Real Bed,$25.00 ,2,$20.00 ,98,moderate
21028610,Asheville,NC,28804,Guest suite,1,1,3,Real Bed,$50.00 ,1,$0.00 ,99,strict_14_with_grace_period
21044913,Asheville,NC,28801,Guest suite,1,2,2,Real Bed,$15.00 ,1,$0.00 ,94,flexible
21054722,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$45.00 ,2,$100.00 ,98,strict_14_with_grace_period
21055707,Asheville,NC,28803,House,2.5,4,7,Real Bed,$170.00 ,12,$0.00 ,,strict_14_with_grace_period
21062956,Asheville,NC,28803,House,2,2,2,Real Bed,$50.00 ,2,$14.00 ,99,moderate
21068851,Asheville,NC,28806,Apartment,1,1,2,Real Bed,$55.00 ,2,$15.00 ,99,strict_14_with_grace_period
21075013,Asheville,NC,28801,Loft,1,1,1,Real Bed,$25.00 ,1,$0.00 ,99,flexible
21094481,Arden,NC,28704,Cottage,1,2,3,Real Bed,$100.00 ,1,$0.00 ,98,strict_14_with_grace_period
21104844,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$35.00 ,1,$0.00 ,99,moderate
21126148,Asheville,NC,28806,House,2,2,2,Real Bed,$45.00 ,4,$25.00 ,97,strict_14_with_grace_period
21126289,Asheville,NC,28806,House,1,2,3,Real Bed,$120.00 ,1,$0.00 ,96,moderate
21131816,Asheville,NC,28806,House,1,1,1,Real Bed,$12.00 ,1,$19.00 ,95,moderate
21142706,Asheville,NC,28806,Other,0,1,1,Real Bed,,1,$0.00 ,,flexible
21160267,Asheville,NC,28806,House,1,3,3,Real Bed,$75.00 ,2,$0.00 ,100,strict_14_with_grace_period
21173674,Asheville,NC,28806,House,1,1,1,Real Bed,,1,$0.00 ,100,flexible
21173965,Asheville,NC,28806,House,1,1,1,Real Bed,,1,$0.00 ,100,flexible
21174524,Asheville,NC,28806,House,1,1,1,Real Bed,$25.00 ,2,$10.00 ,99,strict_14_with_grace_period
21176027,Asheville,NC,28805,Apartment,1,1,3,Real Bed,$40.00 ,4,$10.00 ,99,moderate
21189890,Asheville,NC,28806,House,3,3,3,Real Bed,$200.00 ,6,$0.00 ,95,super_strict_60
21190372,Asheville,NC,28804,House,1,1,1,Real Bed,$50.00 ,1,$0.00 ,99,strict_14_with_grace_period
21197685,Asheville,NC,28801,House,1,1,1,Real Bed,$75.00 ,2,$25.00 ,96,moderate
21198391,Fletcher,NC,28732,Guest suite,1,1,2,Real Bed,$30.00 ,4,$15.00 ,94,flexible
21200381,Asheville,NC,28805,Bungalow,1,3,3,Real Bed,$125.00 ,6,$0.00 ,95,moderate
21203344,Fletcher,NC,28732,Guest suite,1,1,1,Real Bed,$18.00 ,1,$0.00 ,97,flexible
21212588,Asheville,NC,28806,Guest suite,1,2,3,Real Bed,$45.00 ,4,$30.00 ,100,moderate
21214062,Asheville,NC,28806,House,2,2,2,Real Bed,$0.00 ,1,$0.00 ,,strict_14_with_grace_period
21231387,Asheville,NC,28804,House,1,1,1,Real Bed,$50.00 ,1,$0.00 ,97,strict_14_with_grace_period
21236709,Asheville,NC,28806,House,1,1,1,Real Bed,$7.00 ,1,$0.00 ,98,flexible
21243507,Asheville,NC,28806,House,1,3,3,Real Bed,$100.00 ,6,$25.00 ,78,strict_14_with_grace_period
21253016,Asheville,NC,28804,Guest suite,1,1,1,Real Bed,$40.00 ,2,$20.00 ,99,strict_14_with_grace_period
21272098,Asheville,NC,28806,House,1,1,1,Real Bed,$8.00 ,1,$0.00 ,100,flexible
21278647,Asheville,NC,28805,Cabin,4.5,3,5,Real Bed,$95.00 ,6,$15.00 ,100,strict_14_with_grace_period
21280708,Asheville,NC,28804,Guest suite,1,1,1,Real Bed,$40.00 ,1,$0.00 ,92,flexible
21292861,Asheville,NC,28806,Apartment,1,1,2,Real Bed,$50.00 ,2,$15.00 ,97,strict_14_with_grace_period
21297231,Arden,NC,28704,Guest suite,1,1,1,Real Bed,$29.00 ,1,$10.00 ,94,strict_14_with_grace_period
21312568,Asheville,NC,28803,Guest suite,1,0,2,Real Bed,$35.00 ,1,$0.00 ,100,moderate
21323611,Asheville,NC,,House,1.5,2,2,Real Bed,$45.00 ,2,$20.00 ,99,moderate
21344729,Fletcher,NC,28732,House,1,1,1,Real Bed,$25.00 ,1,$0.00 ,93,flexible
21345127,Asheville,NC,28805,House,2,2,0,Real Bed,$25.00 ,4,$30.00 ,99,strict_14_with_grace_period
21356172,Asheville,NC,28805,House,2,3,4,Real Bed,$125.00 ,6,$40.00 ,100,strict_14_with_grace_period
21364022,Woodfin,NC,28804,Bungalow,1.5,1,1,Real Bed,$50.00 ,1,$0.00 ,100,flexible
21366422,Asheville,NC,28803,Guest suite,1,1,1,Real Bed,$29.00 ,2,$0.00 ,99,strict_14_with_grace_period
21382558,Asheville,NC,28805,Cabin,4.5,4,6,Real Bed,$95.00 ,8,$15.00 ,100,strict_14_with_grace_period
21383423,Asheville,NC,28804,Apartment,1,1,1,Real Bed,$75.00 ,1,$0.00 ,100,flexible
21383822,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$35.00 ,2,$0.00 ,95,strict_14_with_grace_period
21393921,Asheville,NC,28801,Bungalow,1,2,2,Real Bed,$100.00 ,1,$0.00 ,,strict_14_with_grace_period
21396505,Asheville,NC,28806,Townhouse,3,3,1,Real Bed,$0.00 ,2,$10.00 ,,moderate
21399365,Arden,NC,28704,Guest suite,1,1,3,Real Bed,$12.00 ,4,$10.00 ,96,strict_14_with_grace_period
21414181,Asheville,NC,28803,House,2.5,3,2,Real Bed,$20.00 ,1,$0.00 ,80,flexible
21437451,Asheville,NC,28801,House,1,1,1,Real Bed,$45.00 ,2,$100.00 ,99,moderate
21449558,Asheville,NC,28806,Apartment,1,1,1,Real Bed,$25.00 ,2,$10.00 ,100,moderate
21450066,Asheville,NC,28806,Apartment,1,1,2,Real Bed,$60.00 ,1,$0.00 ,96,strict_14_with_grace_period
21456384,Arden,NC,28704,House,2,2,2,Real Bed,$85.00 ,1,$0.00 ,100,moderate
21461481,Arden,NC,28704,Guest suite,1,2,3,Real Bed,$60.00 ,2,$5.00 ,93,strict_14_with_grace_period
21486209,Asheville,NC,28803,Guest suite,1,1,1,Real Bed,$50.00 ,1,$0.00 ,100,flexible
21502620,Asheville,NC,28806,Guest suite,1,0,2,Real Bed,$50.00 ,1,$0.00 ,100,flexible
21513021,Asheville,NC,28801,Condominium,1.5,2,2,Real Bed,$100.00 ,4,$25.00 ,,strict_14_with_grace_period
21514077,Asheville,NC,28806,House,1,1,1,Real Bed,$10.00 ,1,$10.00 ,,flexible
21544113,Asheville,NC,28805,Apartment,1,1,2,Real Bed,$20.00 ,3,$10.00 ,98,moderate
21545853,Asheville,NC,28803,Apartment,1,1,1,Real Bed,,1,$0.00 ,,flexible
21547115,Asheville,NC,28805,House,1,1,3,Real Bed,$12.00 ,2,$15.00 ,99,moderate
21561017,Asheville,NC,28803,Guesthouse,1,1,2,Real Bed,$50.00 ,1,$0.00 ,97,strict_14_with_grace_period
21579633,Asheville,NC,28803,House,1,1,1,Real Bed,,1,$0.00 ,,flexible
21579876,Asheville,NC,28804,Apartment,1,1,1,Real Bed,$0.00 ,1,$10.00 ,99,strict_14_with_grace_period
21580033,Asheville,NC,28806,Condominium,1.5,1,1,Real Bed,$0.00 ,1,$10.00 ,96,flexible
21580160,Asheville,NC,28803,Cabin,2,3,4,Real Bed,$170.00 ,8,$0.00 ,60,strict_14_with_grace_period
21591133,Asheville,NC,28804,Guest suite,1,2,1,Real Bed,$50.00 ,2,$20.00 ,100,moderate
21593124,Asheville,NC,28801,Apartment,2,2,2,Real Bed,,1,$0.00 ,100,flexible
21593865,Asheville,NC,28805,Chalet,1,2,2,Real Bed,$65.00 ,4,$15.00 ,98,moderate
21630768,Asheville,NC,28803,House,1,2,2,Real Bed,$60.00 ,5,$25.00 ,100,moderate
21631995,Asheville,NC,28801,Apartment,1,1,2,Real Bed,$52.00 ,2,$10.00 ,99,moderate
21632570,Woodfin,NC,28804,Apartment,1,2,2,Real Bed,$60.00 ,4,$25.00 ,99,moderate
21632900,Woodfin,NC,28804,Apartment,1,2,3,Real Bed,$60.00 ,1,$0.00 ,97,moderate
21635212,Asheville,NC,28801,Townhouse,2.5,2,2,Real Bed,$80.00 ,1,$0.00 ,,flexible
21640556,Asheville,NC,28805,Apartment,1,1,2,Real Bed,$20.00 ,4,$0.00 ,99,moderate
21662716,Asheville,NC,28805,Chalet,1.5,2,2,Real Bed,$65.00 ,4,$15.00 ,100,moderate
21663911,Asheville,NC,28803,Condominium,1,1,1,Real Bed,$25.00 ,1,$15.00 ,100,moderate
21676833,Arden,NC,28704,Townhouse,1.5,2,4,Real Bed,$40.00 ,1,$25.00 ,95,moderate
21678641,Arden,NC,28704,Cabin,1,1,1,Real Bed,,1,$0.00 ,,flexible
21682891,Asheville,NC,28803,Apartment,1,2,2,Real Bed,$50.00 ,2,$15.00 ,98,moderate
21683005,Asheville,NC,28801,Apartment,1,1,2,Real Bed,$25.00 ,1,$0.00 ,99,moderate
21693285,Asheville,NC,28804,Guest suite,1,1,2,Real Bed,$40.00 ,4,$25.00 ,98,moderate
21709922,Arden,NC,28704,House,2,4,5,Real Bed,$175.00 ,1,$0.00 ,99,strict_14_with_grace_period
21713413,Asheville,NC,28806,House,1,2,2,Real Bed,$30.00 ,4,$10.00 ,94,moderate
21713835,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$50.00 ,2,$20.00 ,100,moderate
21733951,Fletcher,NC,28732,House,1,2,2,Real Bed,$14.00 ,2,$15.00 ,100,moderate
21747565,Asheville,NC,28801,House,2,2,4,Real Bed,$40.00 ,4,$15.00 ,100,moderate
21748228,Asheville,NC,28804,Guest suite,1,1,1,Real Bed,$35.00 ,2,$0.00 ,100,moderate
21783896,Asheville,NC,28805,Chalet,2,2,2,Real Bed,$65.00 ,4,$15.00 ,100,moderate
21784784,Asheville,NC,28806,Guesthouse,1,1,1,Real Bed,$20.00 ,1,$0.00 ,98,flexible
21787503,Arden,NC,28704,Apartment,1,2,3,Real Bed,$50.00 ,1,$0.00 ,100,strict_14_with_grace_period
21803829,Arden,NC,28704,House,2,3,3,Real Bed,$65.00 ,5,$10.00 ,88,moderate
21825439,Asheville,NC,28806,House,1,1,1,Real Bed,$10.00 ,2,$10.00 ,92,moderate
21826020,Asheville,NC,28806,House,1,1,1,Real Bed,$10.00 ,2,$10.00 ,67,moderate
21827496,Asheville,NC,28801,Cottage,1,2,2,Real Bed,$65.00 ,5,$0.00 ,100,strict_14_with_grace_period
21829016,Asheville,NC,28806,House,2,3,3,Real Bed,$40.00 ,4,$20.00 ,96,moderate
21850640,Asheville,NC,28806,Guest suite,1,3,4,Real Bed,$30.00 ,5,$20.00 ,98,moderate
21853043,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$49.00 ,2,$39.00 ,98,strict_14_with_grace_period
21865405,Asheville,NC,28806,Cottage,2,2,2,Real Bed,$99.00 ,4,$10.00 ,100,moderate
21878681,Asheville,NC,28806,Farm stay,1,2,2,Real Bed,$0.00 ,2,$10.00 ,93,flexible
21894298,Asheville,NC,28805,Apartment,1,2,2,Real Bed,$65.00 ,4,$15.00 ,98,moderate
21911184,Fletcher,NC,28732,Cabin,2,3,6,Real Bed,$130.00 ,1,$0.00 ,98,strict_14_with_grace_period
21936688,Woodfin,NC,28804,Bungalow,1,2,2,Real Bed,$135.00 ,4,$35.00 ,98,moderate
21947972,Arden,NC,28704,Guest suite,1,1,2,Real Bed,$0.00 ,2,$25.00 ,100,flexible
21963653,Asheville,NC,28803,Chalet,1,2,2,Real Bed,$45.00 ,4,$0.00 ,99,flexible
21978697,Asheville,NC,28801,Apartment,1,2,2,Real Bed,$85.00 ,4,$10.00 ,94,moderate
22030235,Asheville,NC,28805,House,1,2,3,Real Bed,$54.00 ,2,$10.00 ,100,strict_14_with_grace_period
22035029,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$15.00 ,1,$0.00 ,98,flexible
22043194,Asheville,NC,28804,House,2,3,3,Real Bed,,1,$0.00 ,,moderate
22063379,Asheville,NC,28804,Bungalow,1,1,1,Real Bed,$10.00 ,1,$0.00 ,100,moderate
22076023,Asheville,NC,28804,House,1,1,1,Real Bed,,1,$0.00 ,99,flexible
22086563,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$30.00 ,1,$0.00 ,95,flexible
22107175,Asheville,NC,28801,House,1,2,3,Real Bed,$35.00 ,4,$25.00 ,98,moderate
22114590,Asheville,NC,28801,Bed and breakfast,0,1,1,Real Bed,$0.00 ,2,$0.00 ,,strict_14_with_grace_period
22119778,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,$0.00 ,2,$30.00 ,,strict_14_with_grace_period
22147548,Arden,NC,28704,Condominium,1,1,1,Real Bed,$7.00 ,2,$25.00 ,100,strict_14_with_grace_period
22151438,Asheville,NC,28806,House,3,4,5,Real Bed,$125.00 ,1,$0.00 ,100,moderate
22152480,Asheville,NC,28803,Guest suite,1,1,2,Real Bed,$49.00 ,2,$10.00 ,99,flexible
22163415,Asheville,NC,28803,House,1,1,2,Real Bed,$50.00 ,2,$50.00 ,99,flexible
22224397,Asheville,NC,28801,Guest suite,1,1,2,Real Bed,$40.00 ,2,$20.00 ,100,moderate
22275691,Asheville,NC,28801,Castle,2,1,1,Real Bed,,1,$0.00 ,98,moderate
22306380,Asheville,NC,28801,House,1,0,1,Real Bed,$40.00 ,1,$0.00 ,93,moderate
22308959,Candler,NC,28715,Cottage,2,3,4,Real Bed,$40.00 ,1,$0.00 ,93,moderate
22317485,Candler,NC,28715,House,2,4,6,Real Bed,$125.00 ,1,$0.00 ,98,strict_14_with_grace_period
22326909,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$100.00 ,1,$0.00 ,,flexible
22332747,Asheville,NC,28806,House,1,1,1,Real Bed,,1,$0.00 ,98,flexible
22351697,Asheville,NC,28804,Guest suite,1,1,1,Real Bed,$25.00 ,1,$20.00 ,98,moderate
22378136,Asheville,NC,28806,House,2,2,2,Real Bed,,1,$0.00 ,,flexible
22408602,Asheville,NC,28806,Guest suite,1,0,1,Real Bed,$50.00 ,1,$0.00 ,97,flexible
22409123,Asheville,NC,28801,Condominium,1,1,1,Real Bed,$95.00 ,2,$0.00 ,95,super_strict_60
22411166,Asheville,NC,28801,House,1,2,2,Real Bed,$50.00 ,1,$0.00 ,96,strict_14_with_grace_period
22432939,Asheville,NC,28803,House,2,3,3,Real Bed,$0.00 ,4,$0.00 ,90,strict_14_with_grace_period
22435227,Asheville,NC,28803,Guest suite,1,1,3,Real Bed,$25.00 ,2,$10.00 ,100,strict_14_with_grace_period
22437203,Asheville,NC,28803,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,98,strict_14_with_grace_period
22437447,Asheville,NC,28803,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,98,strict_14_with_grace_period
22449973,Asheville,NC,28804,House,2,2,2,Real Bed,$50.00 ,1,$0.00 ,96,moderate
22452672,Asheville,NC,28801,Guest suite,1,1,1,Real Bed,$25.00 ,2,$36.00 ,97,moderate
22455175,Asheville,NC,28801,Bungalow,2,2,3,Real Bed,,1,$0.00 ,100,strict_14_with_grace_period
22461969,Asheville,NC,28801,House,1,2,3,Real Bed,$100.00 ,1,$0.00 ,,strict_14_with_grace_period
22486185,Asheville,NC,28805,Guesthouse,1,1,1,Real Bed,$20.00 ,2,$35.00 ,99,moderate
22487322,Asheville,NC,28806,House,1,1,1,Real Bed,$45.00 ,1,$0.00 ,100,flexible
22494152,Asheville,NC,28806,House,1,1,1,Real Bed,,1,$0.00 ,99,flexible
22510926,Asheville,NC,28801,Guest suite,1,1,1,Real Bed,$20.00 ,1,$0.00 ,100,strict_14_with_grace_period
22511514,Asheville,NC,28806,House,1,3,5,Real Bed,$79.00 ,6,$20.00 ,100,moderate
22517744,Asheville,NC,28806,Cottage,1,1,2,Real Bed,$40.00 ,1,$0.00 ,99,moderate
22530746,Asheville,NC,28803,Apartment,1,1,1,Real Bed,$50.00 ,2,$25.00 ,99,moderate
22543222,Arden,NC,28704,Guesthouse,1,1,1,Real Bed,$43.00 ,1,$0.00 ,100,strict_14_with_grace_period
22545170,Arden,NC,28704,Guesthouse,1,1,1,Real Bed,$47.00 ,1,$0.00 ,91,strict_14_with_grace_period
22545374,Asheville,NC,28806,House,1,1,2,Real Bed,$30.00 ,1,$0.00 ,100,moderate
22546209,Arden,NC,28704,Guesthouse,1,1,1,Real Bed,$63.00 ,1,$0.00 ,92,flexible
22546650,Arden,NC,28704,Guesthouse,1,1,1,Real Bed,$43.00 ,1,$0.00 ,90,strict_14_with_grace_period
22561840,Asheville,NC,28804,Guest suite,1,2,2,Real Bed,$45.00 ,2,$15.00 ,99,moderate
22568931,Asheville,NC,28806,House,1,2,2,Real Bed,$20.00 ,2,$20.00 ,99,flexible
22584773,Asheville,NC,28806,Apartment,1,1,1,Real Bed,$39.00 ,2,$20.00 ,100,flexible
22589049,Asheville,NC,28801,House,2,2,2,Real Bed,$100.00 ,1,$0.00 ,,strict_14_with_grace_period
22594761,Asheville,NC,28803,Guest suite,1,1,1,Real Bed,$50.00 ,2,$0.00 ,99,moderate
22597091,Asheville,NC,28804,House,3.5,3,3,Real Bed,$175.00 ,4,$12.00 ,93,strict_14_with_grace_period
22664264,Fletcher,NC,28732,House,4,6,7,Real Bed,$225.00 ,5,$35.00 ,96,moderate
22683936,Asheville,NC,28801,Bed and breakfast,0,1,1,Real Bed,$0.00 ,2,$30.00 ,,strict_14_with_grace_period
22684105,Asheville,NC,28801,Bed and breakfast,0,1,1,Real Bed,$0.00 ,2,$0.00 ,,strict_14_with_grace_period
22684155,Asheville,NC,28801,Bed and breakfast,0,1,1,Real Bed,$0.00 ,2,$0.00 ,,strict_14_with_grace_period
22701770,Fletcher,NC,28732,House,1,1,1,Real Bed,$8.00 ,1,$16.00 ,99,moderate
22701831,Asheville,NC,28801,Loft,2,2,2,Real Bed,$125.00 ,1,$0.00 ,98,strict_14_with_grace_period
22702396,Fletcher,NC,28732,House,1,1,1,Real Bed,$8.00 ,1,$16.00 ,100,moderate
22726943,Asheville,NC,28805,Farm stay,3,3,4,Real Bed,$150.00 ,6,$50.00 ,100,strict_14_with_grace_period
22733038,Arden,NC,28704,House,1,2,2,Real Bed,$85.00 ,1,$0.00 ,100,moderate
22740737,Asheville,NC,28806,Guest suite,1,1,2,Real Bed,$50.00 ,2,$10.00 ,100,moderate
22746222,Asheville,NC,28806,Guest suite,1,0,1,Real Bed,$40.00 ,2,$0.00 ,100,strict_14_with_grace_period
22752259,Asheville,NC,28806,House,1.5,1,1,Real Bed,$15.00 ,1,$0.00 ,100,moderate
22753749,Asheville,NC,28804,House,1,0,1,Real Bed,$50.00 ,1,$19.00 ,98,strict_14_with_grace_period
22773505,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$55.00 ,1,$0.00 ,100,moderate
22792399,Asheville,NC,28801,Guest suite,1,2,2,Real Bed,$30.00 ,2,$25.00 ,99,strict_14_with_grace_period
22813165,Asheville,NC,28803,House,1,1,1,Real Bed,$0.00 ,2,$10.00 ,94,strict_14_with_grace_period
22848580,Asheville,NC,28801,House,2,2,2,Real Bed,$65.00 ,1,$0.00 ,96,moderate
22848760,Asheville,NC,28801,Bungalow,1,1,1,Real Bed,$45.00 ,1,$0.00 ,96,moderate
22883329,Asheville,NC,28806,House,1,2,3,Real Bed,$75.00 ,4,$15.00 ,99,moderate
22888921,Candler,NC,28715,Camper/RV,1,0,2,Real Bed,$35.00 ,2,$10.00 ,94,moderate
22900169,Asheville,NC,28806,House,1,1,1,Real Bed,$0.00 ,1,$10.00 ,100,moderate
22921667,Asheville,NC,28806,Guesthouse,1,0,1,Real Bed,$50.00 ,1,$0.00 ,96,strict_14_with_grace_period
22924150,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$35.00 ,3,$20.00 ,97,strict_14_with_grace_period
22942125,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$20.00 ,1,$0.00 ,92,flexible
22944749,Asheville,NC,28806,House,2,3,3,Real Bed,$135.00 ,6,$25.00 ,100,flexible
22950161,Fletcher,NC,28732,Cabin,1,2,2,Real Bed,$75.00 ,5,$25.00 ,100,moderate
22968354,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$25.00 ,1,$0.00 ,98,moderate
22984192,Asheville,NC,28801,Apartment,1,1,2,Real Bed,$40.00 ,1,$25.00 ,98,moderate
22985194,Arden,NC,28704,Condominium,1,1,1,Real Bed,,1,$0.00 ,,flexible
22985524,Asheville,NC,28806,House,1,1,1,Real Bed,,1,$0.00 ,97,moderate
22986709,Asheville,NC,,House,2,2,3,Real Bed,$17.00 ,1,$16.00 ,95,strict_14_with_grace_period
22999982,Asheville,NC,28801,Loft,1,1,1,Real Bed,$55.00 ,3,$300.00 ,100,strict_14_with_grace_period
23017092,Arden,NC,28704,Townhouse,4,6,14,Real Bed,$325.00 ,1,$0.00 ,100,strict_14_with_grace_period
23025024,Asheville,NC,28801,Guesthouse,1,1,1,Real Bed,$50.00 ,1,$0.00 ,95,strict_14_with_grace_period
23034313,Woodfin,NC,28804,House,1,2,2,Real Bed,$30.00 ,1,$0.00 ,99,flexible
23049618,Asheville,NC,28801,House,2.5,2,3,Real Bed,$35.00 ,3,$10.00 ,95,flexible
23075703,Asheville,NC,28801,Bungalow,1,2,2,Real Bed,$25.00 ,1,$0.00 ,96,moderate
23076921,Asheville,NC,28801,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,100,flexible
23084647,Asheville,NC,28805,Farm stay,1,1,1,Real Bed,$50.00 ,1,$0.00 ,100,flexible
23089106,Arden,NC,28704,House,2,3,3,Real Bed,$275.00 ,6,$0.00 ,96,super_strict_60
23109910,Asheville,NC,28803,Tiny house,1,0,2,Real Bed,$50.00 ,1,$0.00 ,100,moderate
23142030,Asheville,NC,28801,House,2.5,1,1,Real Bed,$25.00 ,1,$5.00 ,99,moderate
23150406,Asheville,NC,28801,Guest suite,1,2,2,Real Bed,$35.00 ,2,$15.00 ,97,moderate
23160754,Asheville,NC,28803,House,1,2,2,Real Bed,$55.00 ,1,$0.00 ,100,flexible
23216051,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$60.00 ,1,$0.00 ,100,strict_14_with_grace_period
23234525,Asheville,NC,28801,House,1,1,1,Real Bed,$30.00 ,1,$20.00 ,98,flexible
23234938,Asheville,NC,28806,House,2.5,4,5,Real Bed,$95.00 ,2,$30.00 ,98,strict_14_with_grace_period
23254465,Asheville,NC,28804,House,2,3,4,Real Bed,$90.00 ,1,$0.00 ,99,strict_14_with_grace_period
23254729,Asheville,NC,28801,House,1,1,0,Real Bed,$40.00 ,1,$0.00 ,99,flexible
23259684,Asheville,NC,28803,House,1.5,3,3,Real Bed,$30.00 ,2,$15.00 ,89,flexible
23275671,"Arden, Ashville",NC,28704,House,2,3,4,Real Bed,$150.00 ,6,$50.00 ,100,flexible
23285263,Asheville,NC,28805,House,1,1,2,Real Bed,$20.00 ,3,$15.00 ,100,moderate
23304811,Asheville,NC,28806,House,2,2,2,Real Bed,,1,$0.00 ,100,flexible
23306515,Asheville,NC,28804,House,2,3,3,Real Bed,$225.00 ,1,$0.00 ,,flexible
23315166,Asheville,NC,28715,Apartment,1,1,1,Real Bed,$35.00 ,2,$10.00 ,99,moderate
23325044,Asheville,NC,28803,Guest suite,1,0,1,Real Bed,$35.00 ,2,$25.00 ,100,flexible
23335956,Asheville,NC,28806,Cabin,1,2,2,Real Bed,$100.00 ,1,$0.00 ,98,strict_14_with_grace_period
23342955,Asheville,NC,28805,Cabin,1,2,2,Real Bed,,1,$0.00 ,99,moderate
23370743,Asheville,NC,,Guesthouse,1,1,2,Real Bed,$30.00 ,2,$20.00 ,100,moderate
23375403,Asheville,NC,28805,Townhouse,1,1,1,Real Bed,,1,$0.00 ,96,flexible
23393644,Asheville,NC,28801,House,1,1,1,Real Bed,,1,$0.00 ,95,flexible
23412631,Asheville,NC,28801,Guest suite,1,1,1,Real Bed,$40.00 ,1,$0.00 ,100,strict_14_with_grace_period
23419322,Arden,NC,28704,Townhouse,2.5,3,4,Real Bed,$50.00 ,9,$25.00 ,100,moderate
23430202,Arden,NC,28704,Townhouse,1,1,1,Real Bed,$0.00 ,2,$10.00 ,100,flexible
23435525,Asheville,NC,28806,House,1,2,2,Real Bed,$30.00 ,2,$20.00 ,99,flexible
23437903,Asheville,NC,28805,Condominium,1,1,1,Real Bed,$15.00 ,1,$0.00 ,98,flexible
23441905,Asheville,NC,28801,Condominium,1,1,1,Real Bed,$49.00 ,2,$0.00 ,,super_strict_30
23451262,Asheville,NC,28803,Guesthouse,1,1,2,Real Bed,$50.00 ,1,$0.00 ,99,moderate
23453962,Asheville,NC,28801,House,1,1,1,Real Bed,$25.00 ,2,$0.00 ,98,moderate
23456189,Asheville,NC,28805,House,1,1,2,Real Bed,$15.00 ,1,$0.00 ,,flexible
23459329,Asheville,NC,28806,Cottage,2,2,2,Real Bed,$125.00 ,1,$0.00 ,100,moderate
23462506,Asheville,NC,28805,Bed and breakfast,1,1,1,Real Bed,$25.00 ,1,$0.00 ,100,flexible
